Country or Area,Year,Reference Date,Area,Sex,Age,Marital status,Record Type,Reliability,Source Year,Value,Value Footnotes
United States of America,2009,1-Mar-09,Total,Male,45 - 49,Total,Sample survey - de jure,"Final figure, complete",2009,11162000,2
United States of America,2009,1-Mar-09,Total,Male,45 - 49,Single (never married),Sample survey - de jure,"Final figure, complete",2009,1896000,2
United States of America,2009,1-Mar-09,Total,Male,45 - 49,Married,Sample survey - de jure,"Final figure, complete",2009,7318000,2
United States of America,2009,1-Mar-09,Total,Male,45 - 49,Widowed and not remarried,Sample survey - de jure,"Final figure, complete",2009,105000,2
United States of America,2009,1-Mar-09,Total,Male,45 - 49,Divorced and not remarried,Sample survey - de jure,"Final figure, complete",2009,1572000,2
United States of America,2009,1-Mar-09,Total,Male,45 - 49,Married but separated,Sample survey - de jure,"Final figure, complete",2009,271000,2
United States of America,2009,1-Mar-09,Total,Male,50 - 54,Total,Sample survey - de jure,"Final figure, complete",2009,10610000,2
United States of America,2009,1-Mar-09,Total,Male,50 - 54,Single (never married),Sample survey - de jure,"Final figure, complete",2009,1328000,2
United States of America,2009,1-Mar-09,Total,Male,50 - 54,Married,Sample survey - de jure,"Final figure, complete",2009,7348000,2
United States of America,2009,1-Mar-09,Total,Male,50 - 54,Widowed and not remarried,Sample survey - de jure,"Final figure, complete",2009,131000,2
United States of America,2009,1-Mar-09,Total,Male,50 - 54,Divorced and not remarried,Sample survey - de jure,"Final figure, complete",2009,1535000,2
United States of America,2009,1-Mar-09,Total,Male,50 - 54,Married but separated,Sample survey - de jure,"Final figure, complete",2009,269000,2
United States of America,2009,1-Mar-09,Total,Male,55 - 64,Total,Sample survey - de jure,"Final figure, complete",2009,16501000,2
United States of America,2009,1-Mar-09,Total,Male,55 - 64,Single (never married),Sample survey - de jure,"Final figure, complete",2009,1297000,2
United States of America,2009,1-Mar-09,Total,Male,55 - 64,Married,Sample survey - de jure,"Final figure, complete",2009,12205000,2
United States of America,2009,1-Mar-09,Total,Male,55 - 64,Widowed and not remarried,Sample survey - de jure,"Final figure, complete",2009,384000,2
United States of America,2009,1-Mar-09,Total,Male,55 - 64,Divorced and not remarried,Sample survey - de jure,"Final figure, complete",2009,2265000,2
United States of America,2009,1-Mar-09,Total,Male,55 - 64,Married but separated,Sample survey - de jure,"Final figure, complete",2009,350000,2
United States of America,2009,1-Mar-09,Total,Male,65 - 74,Total,Sample survey - de jure,"Final figure, complete",2009,9400000,2
United States of America,2009,1-Mar-09,Total,Male,65 - 74,Single (never married),Sample survey - de jure,"Final figure, complete",2009,448000,2
United States of America,2009,1-Mar-09,Total,Male,65 - 74,Married,Sample survey - de jure,"Final figure, complete",2009,7316000,2
United States of America,2009,1-Mar-09,Total,Male,65 - 74,Widowed and not remarried,Sample survey - de jure,"Final figure, complete",2009,549000,2
United States of America,2009,1-Mar-09,Total,Male,65 - 74,Divorced and not remarried,Sample survey - de jure,"Final figure, complete",2009,958000,2
United States of America,2009,1-Mar-09,Total,Male,65 - 74,Married but separated,Sample survey - de jure,"Final figure, complete",2009,129000,2
United States of America,2009,1-Mar-09,Total,Male,75 - 84,Total,Sample survey - de jure,"Final figure, complete",2009,5415000,2
United States of America,2009,1-Mar-09,Total,Male,75 - 84,Single (never married),Sample survey - de jure,"Final figure, complete",2009,202000,2
United States of America,2009,1-Mar-09,Total,Male,75 - 84,Married,Sample survey - de jure,"Final figure, complete",2009,3821000,2
United States of America,2009,1-Mar-09,Total,Male,75 - 84,Widowed and not remarried,Sample survey - de jure,"Final figure, complete",2009,977000,2
United States of America,2009,1-Mar-09,Total,Male,75 - 84,Divorced and not remarried,Sample survey - de jure,"Final figure, complete",2009,360000,2
United States of America,2009,1-Mar-09,Total,Male,75 - 84,Married but separated,Sample survey - de jure,"Final figure, complete",2009,54000,2
United States of America,2009,1-Mar-09,Total,Male,85 +,Total,Sample survey - de jure,"Final figure, complete",2009,1491000,2
United States of America,2009,1-Mar-09,Total,Male,85 +,Single (never married),Sample survey - de jure,"Final figure, complete",2009,60000,2
United States of America,2009,1-Mar-09,Total,Male,85 +,Married,Sample survey - de jure,"Final figure, complete",2009,806000,2
United States of America,2009,1-Mar-09,Total,Male,85 +,Widowed and not remarried,Sample survey - de jure,"Final figure, complete",2009,578000,2
United States of America,2009,1-Mar-09,Total,Male,85 +,Divorced and not remarried,Sample survey - de jure,"Final figure, complete",2009,40000,2
United States of America,2009,1-Mar-09,Total,Male,85 +,Married but separated,Sample survey - de jure,"Final figure, complete",2009,9000,2
United States of America,2009,1-Mar-09,Total,Female,Total,Total,Sample survey - de jure,"Final figure, complete",2009,153327000,2
United States of America,2009,1-Mar-09,Total,Female,Total,Single (never married),Sample survey - de jure,"Final figure, complete",2009,62973000,2
United States of America,2009,1-Mar-09,Total,Female,Total,Married,Sample survey - de jure,"Final figure, complete",2009,62427000,2
United States of America,2009,1-Mar-09,Total,Female,Total,Widowed and not remarried,Sample survey - de jure,"Final figure, complete",2009,11441000,2
United States of America,2009,1-Mar-09,Total,Female,Total,Divorced and not remarried,Sample survey - de jure,"Final figure, complete",2009,13309000,2
United States of America,2009,1-Mar-09,Total,Female,Total,Married but separated,Sample survey - de jure,"Final figure, complete",2009,3178000,2
United States of America,2009,1-Mar-09,Total,Female,0 - 14,Total,Sample survey - de jure,"Final figure, complete",2009,29961000,2
United States of America,2009,1-Mar-09,Total,Female,0 - 14,Single (never married),Sample survey - de jure,"Final figure, complete",2009,29961000,2
United States of America,2009,1-Mar-09,Total,Female,0 - 14,Married,Sample survey - de jure,"Final figure, complete",2009,0,2
United States of America,2009,1-Mar-09,Total,Female,0 - 14,Widowed and not remarried,Sample survey - de jure,"Final figure, complete",2009,0,2
United States of America,2009,1-Mar-09,Total,Female,0 - 14,Divorced and not remarried,Sample survey - de jure,"Final figure, complete",2009,0,2
United States of America,2009,1-Mar-09,Total,Female,0 - 14,Married but separated,Sample survey - de jure,"Final figure, complete",2009,0,2
United States of America,2009,1-Mar-09,Total,Female,15 - 19,Total,Sample survey - de jure,"Final figure, complete",2009,10442000,2
United States of America,2009,1-Mar-09,Total,Female,15 - 19,Single (never married),Sample survey - de jure,"Final figure, complete",2009,10151000,2
United States of America,2009,1-Mar-09,Total,Female,15 - 19,Married,Sample survey - de jure,"Final figure, complete",2009,178000,2
United States of America,2009,1-Mar-09,Total,Female,15 - 19,Widowed and not remarried,Sample survey - de jure,"Final figure, complete",2009,6000,2
United States of America,2009,1-Mar-09,Total,Female,15 - 19,Divorced and not remarried,Sample survey - de jure,"Final figure, complete",2009,23000,2
United States of America,2009,1-Mar-09,Total,Female,15 - 19,Married but separated,Sample survey - de jure,"Final figure, complete",2009,84000,2
United States of America,2009,1-Mar-09,Total,Female,20 - 24,Total,Sample survey - de jure,"Final figure, complete",2009,10196000,2
United States of America,2009,1-Mar-09,Total,Female,20 - 24,Single (never married),Sample survey - de jure,"Final figure, complete",2009,7893000,2
United States of America,2009,1-Mar-09,Total,Female,20 - 24,Married,Sample survey - de jure,"Final figure, complete",2009,1918000,2
United States of America,2009,1-Mar-09,Total,Female,20 - 24,Widowed and not remarried,Sample survey - de jure,"Final figure, complete",2009,26000,2
United States of America,2009,1-Mar-09,Total,Female,20 - 24,Divorced and not remarried,Sample survey - de jure,"Final figure, complete",2009,151000,2
United States of America,2009,1-Mar-09,Total,Female,20 - 24,Married but separated,Sample survey - de jure,"Final figure, complete",2009,208000,2
United States of America,2009,1-Mar-09,Total,Female,25 - 29,Total,Sample survey - de jure,"Final figure, complete",2009,10383000,2
United States of America,2009,1-Mar-09,Total,Female,25 - 29,Single (never married),Sample survey - de jure,"Final figure, complete",2009,4803000,2
United States of America,2009,1-Mar-09,Total,Female,25 - 29,Married,Sample survey - de jure,"Final figure, complete",2009,4723000,2
United States of America,2009,1-Mar-09,Total,Female,25 - 29,Widowed and not remarried,Sample survey - de jure,"Final figure, complete",2009,30000,2
United States of America,2009,1-Mar-09,Total,Female,25 - 29,Divorced and not remarried,Sample survey - de jure,"Final figure, complete",2009,530000,2
United States of America,2009,1-Mar-09,Total,Female,25 - 29,Married but separated,Sample survey - de jure,"Final figure, complete",2009,298000,2
United States of America,2009,1-Mar-09,Total,Female,30 - 34,Total,Sample survey - de jure,"Final figure, complete",2009,9686000,2
United States of America,2009,1-Mar-09,Total,Female,30 - 34,Single (never married),Sample survey - de jure,"Final figure, complete",2009,2543000,2
United States of America,2009,1-Mar-09,Total,Female,30 - 34,Married,Sample survey - de jure,"Final figure, complete",2009,5993000,2
United States of America,2009,1-Mar-09,Total,Female,30 - 34,Widowed and not remarried,Sample survey - de jure,"Final figure, complete",2009,60000,2
United States of America,2009,1-Mar-09,Total,Female,30 - 34,Divorced and not remarried,Sample survey - de jure,"Final figure, complete",2009,772000,2
United States of America,2009,1-Mar-09,Total,Female,30 - 34,Married but separated,Sample survey - de jure,"Final figure, complete",2009,318000,2
United States of America,2009,1-Mar-09,Total,Female,35 - 39,Total,Sample survey - de jure,"Final figure, complete",2009,10270000,2
United States of America,2009,1-Mar-09,Total,Female,35 - 39,Single (never married),Sample survey - de jure,"Final figure, complete",2009,1681000,2
United States of America,2009,1-Mar-09,Total,Female,35 - 39,Married,Sample survey - de jure,"Final figure, complete",2009,6878000,2
United States of America,2009,1-Mar-09,Total,Female,35 - 39,Widowed and not remarried,Sample survey - de jure,"Final figure, complete",2009,113000,2
United States of America,2009,1-Mar-09,Total,Female,35 - 39,Divorced and not remarried,Sample survey - de jure,"Final figure, complete",2009,1166000,2
United States of America,2009,1-Mar-09,Total,Female,35 - 39,Married but separated,Sample survey - de jure,"Final figure, complete",2009,433000,2
United States of America,2009,1-Mar-09,Total,Female,40 - 44,Total,Sample survey - de jure,"Final figure, complete",2009,10553000,2
United States of America,2009,1-Mar-09,Total,Female,40 - 44,Single (never married),Sample survey - de jure,"Final figure, complete",2009,1384000,2
United States of America,2009,1-Mar-09,Total,Female,40 - 44,Married,Sample survey - de jure,"Final figure, complete",2009,7128000,2
United States of America,2009,1-Mar-09,Total,Female,40 - 44,Widowed and not remarried,Sample survey - de jure,"Final figure, complete",2009,150000,2
United States of America,2009,1-Mar-09,Total,Female,40 - 44,Divorced and not remarried,Sample survey - de jure,"Final figure, complete",2009,1447000,2
United States of America,2009,1-Mar-09,Total,Female,40 - 44,Married but separated,Sample survey - de jure,"Final figure, complete",2009,443000,2
United States of America,2009,1-Mar-09,Total,Female,45 - 49,Total,Sample survey - de jure,"Final figure, complete",2009,11547000,2
United States of America,2009,1-Mar-09,Total,Female,45 - 49,Single (never married),Sample survey - de jure,"Final figure, complete",2009,1329000,2
United States of America,2009,1-Mar-09,Total,Female,45 - 49,Married,Sample survey - de jure,"Final figure, complete",2009,7572000,2
United States of America,2009,1-Mar-09,Total,Female,45 - 49,Widowed and not remarried,Sample survey - de jure,"Final figure, complete",2009,319000,2
United States of America,2009,1-Mar-09,Total,Female,45 - 49,Divorced and not remarried,Sample survey - de jure,"Final figure, complete",2009,1919000,2
United States of America,2009,1-Mar-09,Total,Female,45 - 49,Married but separated,Sample survey - de jure,"Final figure, complete",2009,408000,2
United States of America,2009,1-Mar-09,Total,Female,50 - 54,Total,Sample survey - de jure,"Final figure, complete",2009,11043000,2
United States of America,2009,1-Mar-09,Total,Female,50 - 54,Single (never married),Sample survey - de jure,"Final figure, complete",2009,1107000,2
United States of America,2009,1-Mar-09,Total,Female,50 - 54,Married,Sample survey - de jure,"Final figure, complete",2009,7226000,2
United States of America,2009,1-Mar-09,Total,Female,50 - 54,Widowed and not remarried,Sample survey - de jure,"Final figure, complete",2009,416000,2
United States of America,2009,1-Mar-09,Total,Female,50 - 54,Divorced and not remarried,Sample survey - de jure,"Final figure, complete",2009,1918000,2
United States of America,2009,1-Mar-09,Total,Female,50 - 54,Married but separated,Sample survey - de jure,"Final figure, complete",2009,377000,2
